$ICAO,$Registration,$Operator,$Type,$ICAO Type,#CMPG,$Tag 1,$#Tag 2,$#Tag 3,Category,$#Link
AE5CEA,88-26113,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CEB,92-26470,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CEE,90-26233,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CEF,89-26212,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CF0,89-26211,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CF1,91-26406,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CF6,09-08070,,BOEING-VERTOL CH-47 Chinook,H47,Mil,tar1090-db import,,,,
AE5CFA,88-26114,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CFB,92-26471,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5CFE,90-26234,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D08,89-26202,,Sikorsky HH-60G Pave Hawk,H60,Mil,tar1090-db import,,,,
AE5D09,92-26468,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D0B,90-26229,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D0C,90-26235,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D0E,92-26463,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D0F,92-26462,,Sikorsky HH-60G Pave Hawk,H60,Mil,tar1090-db import,,,,
AE5D10,97-26777,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D13,89-26203,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D14,162497,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D16,162504,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D17,162507,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D19,162510,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D1B,162516,,H53S,H53S,Mil,tar1090-db import,,,,
AE5D1D,163055,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D23,164764,,H53S,H53S,Mil,tar1090-db import,,,,
AE5D24,164765,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D29,164770,,H53S,H53S,Mil,tar1090-db import,,,,
AE5D2A,164771,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D2B,164773,,SIKORSKY CH-53 Super Stallion,H53S,Mil,tar1090-db import,,,,
AE5D2C,164861,,H53S,H53S,Mil,tar1090-db import,,,,
AE5D30,16-20807,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D31,16-20808,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D33,16-20810,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D34,16-20811,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D35,16-20812,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D38,16-20815,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D39,16-20816,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D3A,16-20817,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D3B,16-20818,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D3C,16-20819,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D3D,16-20820,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D3E,16-20821,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D3F,16-20822,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D40,16-20823,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D41,16-20824,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D42,16-20825,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D43,16-20826,,H60,H60,Mil,tar1090-db import,,,,
AE5D44,16-20827,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D45,16-20828,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D46,16-20829,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D48,16-20831,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D4A,16-20833,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D4B,16-20834,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D4C,16-20835,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D4D,16-20836,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D4E,16-20837,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D50,16-20839,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D51,16-20840,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D52,16-20841,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D53,16-20842,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D54,16-20843,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D55,16-20844,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D56,16-20845,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D57,16-20846,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D58,16-20847,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D59,16-20848,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D5A,16-20849,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D5B,16-20850,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D5D,16-20852,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D5E,16-20853,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D5F,16-20854,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D60,16-20855,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D62,16-20857,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D63,16-20858,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D64,16-20859,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D65,16-20860,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D66,16-20861,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D67,16-20862,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D68,16-20863,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D69,16-20864,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D6B,16-20866,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D6C,16-20867,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D6D,16-20868,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D6E,16-20869,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D6F,16-20870,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D70,16-20871,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D71,16-20872,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D72,16-20873,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D73,16-20874,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D74,16-20875,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D75,16-20876,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D76,16-20877,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D77,16-20878,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D79,16-20879,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D7A,16-20880,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D7B,16-20881,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D7C,16-20882,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D7D,16-20883,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D7E,16-20884,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D7F,16-20885,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D80,16-20886,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D81,16-20887,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D82,16-20888,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D83,16-20889,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D84,16-20890,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D85,16-20891,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D86,16-20892,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D87,16-20893,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D89,16-20895,,H60,H60,Mil,tar1090-db import,,,,
AE5D8A,16-20896,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D8B,16-20897,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D8C,16-20898,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D8D,16-20899,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D8E,16-20900,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D8F,16-20901,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D90,16-20902,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D91,16-20903,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D92,16-20904,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D94,16-20906,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5D98,16-20910,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5DB9,169206,,F18S,F18S,Mil,tar1090-db import,,,,
AE5DBA,169207,,F18S,F18S,Mil,tar1090-db import,,,,
AE5DBB,169208,,F18S,F18S,Mil,tar1090-db import,,,,
AE5DBE,169211,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE5DBF,169212,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE5DC0,169213,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE5DC2,169215,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE5DC4,169217,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE5DC5,169218,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE5DC6,169219,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE5DC7,169220,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE5DC8,16-20914,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5DC9,168622,,V22,V22,Mil,tar1090-db import,,,,
AE5DDA,16-03093,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DDB,16-03094,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DDC,16-03095,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DDD,16-03096,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DDE,16-03097,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DDF,16-03098,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE0,16-03099,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE1,16-03100,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE2,16-03101,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE3,16-03102,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE4,16-03103,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE5,16-03104,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE6,16-03105,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE7,14-01011,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE8,14-01012,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DE9,14-01013,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DEA,14-01014,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5DF1,2018,,LOCKHEED MARTIN C-130J Super Hercules,C30J,Mil,tar1090-db import,,,,
AE5DF2,2019,,LOCKHEED MARTIN C-130J Super Hercules,C30J,Mil,tar1090-db import,,,,
AE5DFD,16-5841,,Lockheed Martin C-130J-30 Hercules,C30J,Mil,tar1090-db import,,,,
AE5E14,162059,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E15,163325,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E16,16-20915,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5E5C,16-20916,,SIKORSKY UH-60 Black Hawk,H60,Mil,tar1090-db import,,,,
AE5E60,16-03107,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E61,16-03108,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E62,16-03109,,H64,H64,Mil,tar1090-db import,,,,
AE5E63,16-03110,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E64,16-03111,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E65,16-03112,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E66,16-03113,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E67,16-03114,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E68,16-03115,,H64,H64,Mil,tar1090-db import,,,,
AE5E69,17-03116,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E6A,17-03117,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E6B,17-03118,,H64,H64,Mil,tar1090-db import,,,,
AE5E6C,17-03119,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E6D,17-03120,,H64,H64,Mil,tar1090-db import,,,,
AE5E6E,17-03121,,H64,H64,Mil,tar1090-db import,,,,
AE5E6F,17-03122,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E70,17-03123,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E73,14-01015,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E74,14-01016,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E75,14-01017,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5E78,169179,,SIKORSKY S-92 Helibus,S92,Mil,tar1090-db import,,,,
AE5E8E,161695,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E90,161697,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E91,161698,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E92,161699,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E93,161700,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E94,161701,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E95,162803,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E96,162804,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E97,162805,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E98,162806,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E99,162809,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E9A,162810,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E9B,163312,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E9C,163313,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E9D,163314,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E9E,163315,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5E9F,163316,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA0,163317,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA1,163318,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA2,163319,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA3,163321,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA4,163322,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA5,163323,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA6,163324,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA7,163326,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA8,163328,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EA9,163330,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EAA,163331,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EAB,163333,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EAC,163338,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EAD,163339,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EAE,163340,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EAF,163341,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB0,163342,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB1,163343,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB2,163344,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB3,163345,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB4,163346,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB5,163347,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB6,162013,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB7,162014,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EB9,162016,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EBA,162020,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EBB,162021,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EBC,162022,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EBD,162024,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EC2,162030,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EC3,162031,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EC6,162035,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5ECA,162040,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5ECD,162043,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5ECE,162044,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5ED2,162048,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5ED6,162052,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5ED9,162056,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EDB,162058,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EDC,162060,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EDD,162061,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EE4,162666,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EE8,162670,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EE9,162671,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EEB,162674,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EEE,162677,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EF0,162679,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EF1,162680,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EF2,162681,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EF3,162683,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EF9,162813,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EFA,162814,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EFC,162816,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5EFD,162817,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5F01,162821,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5F03,162823,,BELL 206 JetRanger,B06,Mil,tar1090-db import,,,,
AE5F04,150191,,DE HAVILLAND DHC-2 Beaver,DHC2,Mil,tar1090-db import,,,,
AE5F05,164525,,DE HAVILLAND DHC-2 Beaver,DHC2,Mil,tar1090-db import,,,,
AE5F16,10-20321,,Sikorsky HH-60U Ghost Hawk,H60,Mil,tar1090-db import,,,,
AE5F17,10-20322,,Sikorsky HH-60U Ghost Hawk,H60,Mil,tar1090-db import,,,,
AE5F18,10-20323,,Sikorsky HH-60U Ghost Hawk,H60,Mil,tar1090-db import,,,,
AE5F19,16-00276,,DE HAVILLAND DHC-8-300 Dash 8,DH8C,Mil,tar1090-db import,,,,
AE5F1C,169485,,B407,B407,Mil,tar1090-db import,,,,
AE5F1D,169486,,B407,B407,Mil,tar1090-db import,,,,
AE5F1E,169487,,B407,B407,Mil,tar1090-db import,,,,
AE5F1F,169488,,B407,B407,Mil,tar1090-db import,,,,
AE5F20,169489,,B407,B407,Mil,tar1090-db import,,,,
AE5F21,169490,,B407,B407,Mil,tar1090-db import,,,,
AE5F22,169491,,B407,B407,Mil,tar1090-db import,,,,
AE5F23,169492,,B407,B407,Mil,tar1090-db import,,,,
AE5F29,169398,,BOEING FA-18 SUPER HORNET,F18S,Mil,tar1090-db import,,,,
AE5F2A,169399,,F18S,F18S,Mil,tar1090-db import,,,,
AE5F2B,169400,,F18S,F18S,Mil,tar1090-db import,,,,
AE5F2C,169401,,F18S,F18S,Mil,tar1090-db import,,,,
AE5F31,169406,,Boeing EA-18G Growler,F18S,Mil,tar1090-db import,,,,
AE5F76,17-03126,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F77,17-03127,,H64,H64,Mil,tar1090-db import,,,,
AE5F78,17-03128,,H64,H64,Mil,tar1090-db import,,,,
AE5F79,17-03129,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F7A,17-03130,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F7B,17-03131,,H64,H64,Mil,tar1090-db import,,,,
AE5F7C,17-03132,,H64,H64,Mil,tar1090-db import,,,,
AE5F7D,17-03133,,H64,H64,Mil,tar1090-db import,,,,
AE5F7E,17-03134,,H64,H64,Mil,tar1090-db import,,,,
AE5F7F,17-03135,,H64,H64,Mil,tar1090-db import,,,,
AE5F80,17-03136,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F81,17-03137,,H64,H64,Mil,tar1090-db import,,,,
AE5F82,17-03138,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F83,17-03139,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F84,17-03140,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F85,17-03141,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F86,17-03142,,H64,H64,Mil,tar1090-db import,,,,
AE5F87,17-03143,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F88,17-03144,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F89,17-03145,,H64,H64,Mil,tar1090-db import,,,,
AE5F8A,17-03146,,H64,H64,Mil,tar1090-db import,,,,
AE5F8B,17-03147,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F8C,17-03148,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F8D,17-03149,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F8E,17-03150,,H64,H64,Mil,tar1090-db import,,,,
AE5F8F,17-03151,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5F90,17-03152,,MCDONNELL DOUGLAS AH-64 Apache,H64,Mil,tar1090-db import,,,,
AE5FB1,15-5161,,F35,F35,Mil,tar1090-db import,,,,
